,level_0,index,city_id,City,Country,Lon,Lat,Cloudiness (%),Humidity,Temp,Wind Speed,Time
258,258,258,2142316,Yeppoon,AU,150.74,-23.13,75,93,17.0,3.6,2019-06-26 00:24:32
259,259,259,2079582,Alyangula,AU,136.42,-13.85,94,73,21.0,1.5,2019-06-26 00:24:33
260,260,260,1684077,Talalora,PH,124.84,11.53,75,71,28.48,1.25,2019-06-26 00:24:34
261,261,261,1853174,Sakaiminato,JP,133.23,35.55,75,47,24.62,2.6,2019-06-26 00:24:36
262,262,262,5969025,Haines Junction,CA,-137.51,60.75,79,40,19.88,1.34,2019-06-26 00:24:37
263,263,263,2638678,Sale,GB,-2.32,53.42,90,82,13.32,3.1,2019-06-26 00:24:39
264,264,264,3664321,Eirunepe,BR,-69.87,-6.66,82,91,23.28,1.18,2019-06-26 00:24:40
265,265,265,2136825,Isangel,VU,169.27,-19.55,75,74,28.0,4.1,2019-06-26 00:24:41
266,266,266,2160517,Launceston,AU,147.14,-41.43,1,93,8.46,0.82,2019-06-26 00:24:43
267,267,267,2729907,Longyearbyen,NO,15.63,78.22,75,70,6.0,4.1,2019-06-26 00:19:55
268,268,268,1252795,Yanam,IN,82.22,16.73,3,85,27.28,2.35,2019-06-26 00:24:48
269,269,269,1490256,Talnakh,RU,88.39,69.49,75,80,4.0,4.0,2019-06-26 00:24:50
270,270,270,1861416,Ishigaki,JP,124.16,24.34,75,79,29.0,1.0,2019-06-26 00:24:51
271,271,271,1643837,Gorontalo,ID,123.06,0.54,75,86,26.18,3.7,2019-06-26 00:24:52
272,272,272,876177,Luau,CD,22.23,-10.7,0,40,13.68,0.68,2019-06-26 00:24:54
273,273,273,2128975,Nemuro,JP,145.57,43.32,0,64,23.0,4.1,2019-06-26 00:19:58
274,274,274,2156643,Mount Gambier,AU,140.78,-37.83,54,100,6.0,3.6,2019-06-26 00:15:08
275,275,275,5961417,Gimli,CA,-96.99,50.63,86,39,24.15,2.24,2019-06-26 00:24:59
276,276,276,5983720,Iqaluit,CA,-68.52,63.75,40,61,9.53,3.1,2019-06-26 00:25:00
277,277,277,217695,Malabo,CD,30.43,1.56,100,98,17.28,0.76,2019-06-26 00:25:03
278,278,278,4021858,Guerrero Negro,MX,-114.04,27.97,26,84,17.78,5.8,2019-06-26 00:25:06
279,279,279,3893629,Coquimbo,CL,-71.34,-29.95,0,81,10.0,1.5,2019-06-26 00:25:07
280,280,280,4372777,Vardo,US,-77.74,39.62,1,48,26.04,3.1,2019-06-26 00:25:09
281,281,281,1802276,Longyan,CN,117.03,25.1,22,85,24.28,0.26,2019-06-26 00:25:10
282,282,282,6113365,Prince George,CA,-122.75,53.92,1,42,20.69,3.6,2019-06-26 00:23:02
283,283,283,2121385,Severo-Kurilsk,RU,156.12,50.68,100,92,6.78,8.78,2019-06-26 00:25:13
284,284,284,2409914,Bonthe,SL,-12.5,7.53,32,90,25.58,2.25,2019-06-26 00:25:14
285,285,285,1256929,Muli,IN,71.45,22.62,64,83,27.38,2.99,2019-06-26 00:25:16
286,286,286,3391889,Pitimbu,BR,-34.81,-7.47,75,88,24.0,1.5,2019-06-26 00:25:17
287,287,287,3402648,Carutapera,BR,-46.02,-1.2,42,88,24.98,2.6,2019-06-26 00:25:18
288,288,288,913613,Kansanshi,ZM,26.43,-12.1,0,59,11.48,3.15,2019-06-26 00:25:20
289,289,289,159218,Ilembula,TZ,34.58,-8.9,5,79,12.88,5.33,2019-06-26 00:25:21
290,290,290,3451138,Rio Grande,BR,-52.1,-32.03,100,74,8.88,4.56,2019-06-26 00:21:55
291,291,291,5374920,Morro Bay,US,-120.85,35.37,1,68,20.44,4.6,2019-06-26 00:25:24
292,292,292,4033557,Tautira,PF,-149.15,-17.73,20,66,28.94,2.6,2019-06-26 00:25:25
293,293,293,2094027,Kieta,PG,155.63,-6.22,100,75,28.48,3.32,2019-06-26 00:25:29
294,294,294,2192362,Christchurch,NZ,172.64,-43.53,37,81,9.56,2.6,2019-06-26 00:21:02
295,295,295,703397,Lanivtsi,UA,26.08,49.87,25,91,16.48,0.96,2019-06-26 00:25:32
296,296,296,556268,Ostrovnoy,RU,39.51,68.05,31,74,6.48,1.87,2019-06-26 00:21:04
297,297,297,5606187,Saint Anthony,US,-111.68,43.97,1,19,24.27,7.7,2019-06-26 00:23:14
298,298,298,2178753,Kirakira,SB,161.92,-10.46,33,73,28.78,1.91,2019-06-26 00:25:36
299,299,299,5393052,Santa Cruz,US,-122.03,36.97,1,63,23.33,3.6,2019-06-26 00:23:29
300,300,300,2037799,Datong,CN,113.3,40.09,95,48,20.88,2.86,2019-06-26 00:25:40
301,301,301,1512019,Aksarka,RU,67.8,66.56,37,75,5.58,4.92,2019-06-26 00:25:41
302,302,302,2347468,Yuli,NG,9.86,10.52,27,87,22.68,3.47,2019-06-26 00:25:43
303,303,303,2323675,Sapele,NG,5.68,5.89,84,95,23.38,1.78,2019-06-26 00:25:45
304,304,304,1865309,Katsuura,JP,134.5,33.93,75,83,24.78,6.7,2019-06-26 00:25:47
305,305,305,73560,Lahij,YE,44.88,13.06,40,41,32.88,6.17,2019-06-26 00:25:48
306,306,306,3176217,Bastia,IT,8.98,44.6,0,57,23.58,1.0,2019-06-26 00:25:50
307,307,307,3447200,Tabatinga,BR,-48.69,-21.74,0,56,23.0,1.0,2019-06-26 00:25:51
308,308,308,3647444,Calabozo,VE,-67.43,8.92,76,90,24.78,0.31,2019-06-26 00:21:04
309,309,309,2021017,Kysyl-Syr,RU,122.77,63.9,0,72,19.38,2.63,2019-06-26 00:25:55
310,310,310,3580733,Bodden Town,KY,-81.25,19.28,20,89,28.91,2.1,2019-06-26 00:25:58
311,311,311,1790885,Changji,CN,116.17,32.07,19,79,24.68,2.15,2019-06-26 00:26:01
312,312,312,344979,Lebu,ET,38.73,8.96,6,75,13.58,1.15,2019-06-26 00:26:02
313,313,313,3467609,Cananeia,BR,-47.93,-25.01,2,71,20.98,1.94,2019-06-26 00:26:03
314,314,314,3418910,Upernavik,GL,-56.15,72.79,100,98,0.98,4.2,2019-06-26 00:26:05
315,315,315,2647311,Haverfordwest,GB,-4.97,51.8,66,88,17.54,3.1,2019-06-26 00:26:06
316,316,316,3838859,Rio Gallegos,AR,-69.22,-51.62,90,55,3.0,5.1,2019-06-26 00:26:08
317,317,317,3421719,Narsaq,GL,-46.05,60.91,75,54,15.0,2.1,2019-06-26 00:26:09
318,318,318,6542092,Anzio,IT,12.63,41.45,0,64,22.88,1.5,2019-06-26 00:26:10
319,319,319,2173125,Burnie,AU,145.91,-41.05,0,85,11.13,1.34,2019-06-26 00:26:12
320,320,320,1786538,Yining,CN,114.56,29.04,33,87,24.68,0.38,2019-06-26 00:26:13
321,321,321,1636544,Manado,ID,124.85,1.49,20,70,29.0,1.5,2019-06-26 00:26:16
322,322,322,3520271,Nuevo Progreso,US,-97.95,26.05,40,62,28.56,6.2,2019-06-26 00:26:17
323,323,323,2126199,Cherskiy,RU,161.3,68.75,0,24,23.68,2.25,2019-06-26 00:25:20
324,324,324,7082481,Khuzdar,PK,66.62,27.8,0,68,22.08,1.74,2019-06-26 00:26:20
325,325,325,535839,Leshukonskoye,RU,45.76,64.9,12,88,6.58,1.41,2019-06-26 00:26:21
326,326,326,6255012,Flinders,AU,150.85,-34.58,75,100,13.82,3.6,2019-06-26 00:26:04
327,327,327,2092164,Lorengau,PG,147.27,-2.02,58,79,28.08,2.38,2019-06-26 00:26:24
328,328,328,2090021,Namatanai,PG,152.44,-3.66,100,77,27.48,5.36,2019-06-26 00:26:25
329,329,329,1252783,Yarada,IN,83.27,17.65,75,88,28.0,1.0,2019-06-26 00:26:27
330,330,330,2164422,Griffith,AU,146.06,-34.29,0,81,11.04,5.1,2019-06-26 00:26:30
331,331,331,3583334,Santa Ana,SV,-89.56,13.99,20,83,27.0,5.7,2019-06-26 00:26:32
332,332,332,685981,Manta,RO,24.1,45.1,4,76,17.88,1.0,2019-06-26 00:26:33
333,333,333,2108502,Honiara,SB,159.96,-9.43,20,70,32.0,3.6,2019-06-26 00:26:03
334,334,334,2514651,Los Llanos de Aridane,ES,-17.92,28.66,20,73,21.0,2.6,2019-06-26 00:26:37
335,335,335,1253628,Ginda,IN,78.49,30.69,75,88,22.0,1.5,2019-06-26 00:26:38
336,336,336,2253354,Dakar,SN,-17.45,14.69,0,88,25.0,2.1,2019-06-26 00:26:17
337,337,337,3470821,Barra,BR,-43.14,-11.09,1,48,21.48,0.93,2019-06-26 00:26:41
338,338,338,1638284,Lawang,ID,112.7,-7.83,0,66,20.58,1.23,2019-06-26 00:26:43
339,339,339,306571,Konya,TR,32.48,37.87,0,49,22.87,3.6,2019-06-26 00:25:20
340,340,340,111421,Zarand,IR,56.57,30.81,0,13,20.0,2.1,2019-06-26 00:26:45
341,341,341,511866,Pechenga,RU,41.46,58.89,30,85,6.78,1.49,2019-06-26 00:26:47
342,342,342,2212775,Sabha,LY,14.43,27.03,10,13,32.88,3.59,2019-06-26 00:26:48
343,343,343,3388847,Sao Felix do Xingu,BR,-51.99,-6.64,58,61,25.58,1.8,2019-06-26 00:26:50
344,344,344,1497543,Nizhnevartovsk,RU,76.58,60.93,75,87,11.0,6.0,2019-06-26 00:26:51
345,345,345,2654970,Brae,GB,-1.35,60.4,76,81,9.43,3.1,2019-06-26 00:26:52
346,346,346,3128760,Horta,ES,2.16,41.43,0,69,22.52,1.0,2019-06-26 00:26:54
347,347,347,6690297,Saint-Leu,RE,55.28,-21.15,100,88,18.83,2.1,2019-06-26 00:26:55
348,348,348,501774,Rodionovo-Nesvetayskaya,RU,39.7,47.61,0,37,21.0,7.0,2019-06-26 00:26:57
349,349,349,2447416,Ayorou,NE,0.92,14.73,0,35,34.58,9.59,2019-06-26 00:26:58
350,350,350,2038067,Chifeng,CN,118.96,42.27,99,51,21.38,6.21,2019-06-26 00:26:59
351,351,351,2129868,Iwanai,JP,140.51,42.97,55,66,19.88,2.71,2019-06-26 00:27:01
352,352,352,3421319,Nuuk,GL,-51.74,64.17,100,93,9.0,4.6,2019-06-26 00:27:02
353,353,353,2020838,Lensk,RU,114.91,60.71,12,63,19.08,2.8,2019-06-26 00:27:04
354,354,354,4036284,Alofi,NU,-169.92,-19.06,75,74,26.0,7.2,2019-06-26 00:27:05
355,355,355,2030159,Bayangol,MN,106.09,48.91,12,79,12.98,1.01,2019-06-26 00:27:08
356,356,356,515873,Oktyabrskiy,RU,37.97,55.61,0,82,13.46,1.0,2019-06-26 00:27:09
357,357,357,5849996,Lahaina,US,-156.68,20.87,40,55,28.6,2.6,2019-06-26 00:22:38
358,358,358,2290849,Bouna,CI,-3.0,9.27,67,92,23.08,2.91,2019-06-26 00:27:12
359,359,359,942511,Vryburg,ZA,24.73,-26.96,9,28,6.98,3.69,2019-06-26 00:23:21
360,360,360,2125693,Evensk,RU,159.24,61.92,0,39,17.98,6.91,2019-06-26 00:27:12
361,361,361,2015179,Tommot,RU,126.27,58.97,17,64,17.68,1.79,2019-06-26 00:27:16
362,362,362,6164499,The Pas,CA,-101.24,53.82,75,52,20.0,3.1,2019-06-26 00:27:17
363,363,363,5712169,Baker City,US,-117.83,44.77,1,35,22.53,4.6,2019-06-26 00:22:26
364,364,364,2122574,Ola,RU,151.3,59.58,29,76,8.68,1.09,2019-06-26 00:27:20
365,365,365,2426370,Salme,TD,19.7,13.3,30,15,32.98,2.66,2019-06-26 00:27:21
366,366,366,3121424,Gijon,ES,-5.66,43.54,90,100,17.18,2.1,2019-06-26 00:27:23
367,367,367,3372472,Vila Franca do Campo,PT,-25.43,37.72,75,77,19.0,4.1,2019-06-26 00:27:24
368,368,368,4361885,Avila,US,-76.61,38.91,1,54,27.21,3.61,2019-06-26 00:27:25
369,369,369,371745,Kutum,SD,24.66,14.2,91,49,25.28,1.37,2019-06-26 00:27:27
370,370,370,6243926,Seddon,NZ,174.07,-41.67,0,68,9.25,1.16,2019-06-26 00:27:28
371,371,371,1849661,Tsukumi,JP,131.85,33.08,75,94,22.78,2.1,2019-06-26 00:27:30
372,372,372,2074113,Collie,AU,116.15,-33.36,2,85,14.13,3.72,2019-06-26 00:27:31
373,373,373,105299,Jizan,SA,42.56,16.89,40,49,33.0,2.1,2019-06-26 00:27:33
374,374,374,1795632,Shenjiamen,CN,122.3,29.96,100,89,21.48,4.24,2019-06-26 00:27:34
375,375,375,2304548,Anloga,GH,0.9,5.79,94,91,23.68,4.44,2019-06-26 00:27:36
376,376,376,2181625,Te Anau,NZ,167.72,-45.41,2,69,6.28,3.51,2019-06-26 00:26:08
377,377,377,1623197,Tual,ID,132.75,-5.67,54,82,25.98,10.32,2019-06-26 00:27:38
378,378,378,1650434,Bambanglipuro,ID,110.28,-7.95,3,87,22.58,2.47,2019-06-26 00:27:40
379,379,379,557754,Vikulovo,RU,40.96,55.07,83,83,10.08,0.86,2019-06-26 00:27:41
380,380,380,1069166,Antsirabe,MG,47.03,-19.87,26,95,8.48,1.28,2019-06-26 00:27:42
381,381,381,3031582,Saint-Augustin,FR,-0.61,44.83,0,83,21.71,2.6,2019-06-26 00:27:45
382,382,382,3899695,Ancud,CL,-73.83,-41.87,90,100,9.0,7.7,2019-06-26 00:27:47
383,383,383,2160063,Codrington,AU,153.24,-28.95,75,87,15.56,3.6,2019-06-26 00:27:48
384,384,384,1328421,Pathein,MM,94.73,16.78,89,86,26.98,1.91,2019-06-26 00:27:49
385,385,385,6071876,Melfort,CA,-104.61,52.87,75,77,18.0,5.1,2019-06-26 00:27:52
386,386,386,524183,Muslyumovo,RU,53.19,55.31,16,91,10.18,2.82,2019-06-26 00:27:55
387,387,387,495904,Shamary,RU,58.22,57.34,0,97,6.48,0.75,2019-06-26 00:27:56
388,388,388,1627877,Sembakung,ID,117.25,3.82,40,83,29.0,1.0,2019-06-26 00:27:58
389,389,389,3660401,Bahia de Caraquez,EC,-80.42,-0.6,40,83,23.0,6.2,2019-06-26 00:27:59
390,390,390,3996647,Mapimi,MX,-103.85,25.82,40,16,36.0,5.1,2019-06-26 00:28:00
391,391,391,895953,Zambezi,ZM,23.12,-13.55,0,46,12.88,1.31,2019-06-26 00:28:02
392,392,392,3356213,Khorixas,NA,14.96,-20.37,33,73,11.58,0.79,2019-06-26 00:28:03
393,393,393,3855065,General Roca,AR,-67.58,-39.03,0,39,10.0,7.7,2019-06-26 00:28:05
394,394,394,2145214,Victoria Point,AU,153.3,-27.58,75,93,16.25,4.6,2019-06-26 00:28:06
395,395,395,3387928,Senador Jose Porfirio,BR,-51.95,-2.59,90,88,24.68,2.03,2019-06-26 00:28:07
396,396,396,4031637,Lavrentiya,RU,-170.99,65.58,100,55,9.88,4.41,2019-06-26 00:28:09
397,397,397,134721,Fasa,IR,53.65,28.94,0,24,26.0,3.1,2019-06-26 00:28:10
398,398,398,2027806,Amazar,RU,120.88,53.86,10,53,17.58,1.84,2019-06-26 00:28:12
399,399,399,3465164,Cristalina,BR,-47.61,-16.77,75,55,21.08,1.72,2019-06-26 00:25:19
400,400,400,3570392,Le Vauclin,MQ,-60.84,14.55,75,78,27.34,5.1,2019-06-26 00:28:14
401,401,401,3139597,Sistranda,NO,8.83,63.73,75,87,10.0,4.6,2019-06-26 00:28:16
402,402,402,1805733,Jinchang,CN,102.19,38.52,100,78,14.08,0.84,2019-06-26 00:28:17
403,403,403,7064006,Tongchuan,CN,108.95,34.9,25,73,24.0,4.0,2019-06-26 00:28:19
404,404,404,5960603,Geraldton,CA,-86.95,49.72,75,68,21.0,3.6,2019-06-26 00:28:21
405,405,405,1161724,Chabahar,IR,60.65,25.29,11,88,27.38,2.6,2019-06-26 00:27:31
406,406,406,2034834,Shuangcheng,CN,126.3,45.37,0,57,24.0,8.0,2019-06-26 00:28:27
407,407,407,2083537,Wewak,PG,143.63,-3.55,34,68,29.08,0.81,2019-06-26 00:28:28
408,408,408,4267710,Sitka,US,-99.65,37.17,0,30,33.28,4.99,2019-06-26 00:28:29
409,409,409,2742416,Barcelos,PT,-8.62,41.53,20,93,16.6,2.1,2019-06-26 00:28:31
410,410,410,359796,Suez,EG,32.54,29.97,0,61,24.88,4.02,2019-06-26 00:28:32
411,411,411,3386213,Touros,BR,-35.46,-5.2,40,83,25.0,2.1,2019-06-26 00:27:11
412,412,412,3573739,Esperance,TT,-61.45,10.24,20,74,27.18,1.5,2019-06-26 00:28:35
413,413,413,3843123,Neuquen,AR,-68.06,-38.95,0,39,10.0,7.7,2019-06-26 00:27:20
414,414,414,2030065,Mandalgovi,MN,106.27,45.76,76,40,16.68,5.96,2019-06-26 00:27:39
415,415,415,364933,Umm Kaddadah,SD,26.69,13.6,97,35,30.58,2.97,2019-06-26 00:28:39
416,416,416,3869716,Tocopilla,CL,-70.2,-22.09,21,83,15.38,6.81,2019-06-26 00:27:47
417,417,417,5924351,Clyde River,CA,-68.59,70.47,75,70,0.0,3.1,2019-06-26 00:28:42
418,418,418,296852,Erzin,TR,36.2,36.95,0,83,24.67,8.2,2019-06-26 00:28:43
419,419,419,3448903,Sao Joao da Barra,BR,-41.05,-21.64,0,88,24.0,4.1,2019-06-26 00:26:15
420,420,420,2144528,Warrnambool,AU,142.48,-38.38,2,100,10.47,3.58,2019-06-26 00:28:42
421,421,421,2270385,Camacha,PT,-16.33,33.08,20,72,19.43,4.6,2019-06-26 00:28:47
422,422,422,1507745,Choya,RU,86.55,52.01,100,81,8.38,1.18,2019-06-26 00:28:48
423,423,423,3421982,Maniitsoq,GL,-52.9,65.42,100,76,8.48,6.06,2019-06-26 00:28:50
424,424,424,1072849,Ankazobe,MG,47.12,-18.32,75,93,14.0,2.6,2019-06-26 00:28:51
425,425,425,2120591,Tilichiki,RU,166.1,60.47,92,84,11.28,3.84,2019-06-26 00:28:53
426,426,426,1502096,Koshurnikovo,RU,93.39,54.3,100,99,8.58,1.35,2019-06-26 00:27:07
427,427,427,5476825,Los Alamos,US,-106.3,35.88,58,7,28.83,4.1,2019-06-26 00:26:30
428,428,428,3603330,Amapa,HN,-87.97,15.09,40,70,29.36,9.8,2019-06-26 00:28:57
429,429,429,2119626,Yagodnoye,RU,149.63,62.52,79,57,14.88,5.29,2019-06-26 00:28:58
430,430,430,2121025,Srednekolymsk,RU,153.71,67.46,0,21,27.08,3.11,2019-06-26 00:28:59
431,431,431,2028078,Aginskoye,RU,114.54,51.11,100,67,13.33,2.24,2019-06-26 00:29:05
432,432,432,543460,Kovrov,RU,41.31,56.37,98,89,8.98,1.19,2019-06-26 00:29:06
433,433,433,1489962,Tavda,RU,65.27,58.04,100,98,10.38,3.53,2019-06-26 00:29:08
434,434,434,5853992,Wahiawa,US,-158.02,21.5,75,94,25.73,3.1,2019-06-26 00:29:09
435,435,435,3390581,Riachao,BR,-46.62,-7.36,32,55,24.88,1.54,2019-06-26 00:29:11
436,436,436,3526488,Jiquipilas,MX,-93.65,16.67,75,66,29.0,1.5,2019-06-26 00:29:12
437,437,437,6050066,La Ronge,CA,-105.3,55.1,75,72,15.0,2.6,2019-06-26 00:29:13
438,438,438,3664980,Boa Vista,BR,-60.67,2.82,40,83,26.0,2.1,2019-06-26 00:25:11
439,439,439,108410,Riyadh,SA,46.72,24.63,0,10,31.0,2.6,2019-06-26 00:24:40
440,440,440,5193011,Hazleton,US,-75.99,40.96,1,53,24.06,1.5,2019-06-26 00:29:17
441,441,441,5859699,College,US,-147.8,64.86,40,25,23.06,4.6,2019-06-26 00:29:20
442,442,442,2360372,Gorom-Gorom,BF,-0.24,14.45,0,30,35.18,6.63,2019-06-26 00:29:21
443,443,443,2377457,Nouadhibou,MR,-17.03,20.93,0,73,23.0,8.7,2019-06-26 00:28:40
444,444,444,5895424,Bay Roberts,CA,-53.28,47.58,20,71,10.21,5.1,2019-06-26 00:29:24
445,445,445,4034551,Faanui,PF,-151.75,-16.48,51,75,26.48,6.14,2019-06-26 00:29:26
446,446,446,2268339,Faro,PT,-7.94,37.02,75,100,19.63,3.6,2019-06-26 00:28:46
447,447,447,5150529,Cleveland,US,-81.69,41.51,20,44,25.71,5.37,2019-06-26 00:29:28
448,448,448,6173220,Valleyview,CA,-117.28,55.07,66,84,16.78,1.97,2019-06-26 00:29:31
449,449,449,609906,Fort-Shevchenko,KZ,50.26,44.51,0,76,26.78,6.26,2019-06-26 00:29:32
450,450,450,1253807,Umred,IN,79.32,20.85,40,66,30.0,2.94,2019-06-26 00:29:34
451,451,451,2381334,Atar,MR,-13.05,20.52,0,12,35.58,7.71,2019-06-26 00:29:35
452,452,452,863061,Usinsk,RU,57.56,66.0,95,72,7.68,5.46,2019-06-26 00:27:45
453,453,453,118994,Rafsanjan,IR,55.99,30.4,0,18,22.68,1.98,2019-06-26 00:29:38
454,454,454,110690,Faya,SA,42.45,18.39,40,49,21.51,1.5,2019-06-26 00:26:42
455,455,455,4500920,Brigantine,US,-74.36,39.41,1,74,27.19,1.5,2019-06-26 00:29:41
456,456,456,3461465,Iguape,BR,-47.56,-24.7,2,71,20.98,1.94,2019-06-26 00:29:42
457,457,457,4011743,Gustavo Diaz Ordaz,MX,-104.69,24.01,90,20,26.15,4.1,2019-06-26 00:29:43
458,458,458,1563281,Tuy Hoa,VN,109.3,13.08,30,78,26.48,2.58,2019-06-26 00:29:45
459,459,459,689736,Vesele,UA,34.92,47.02,12,71,19.88,6.08,2019-06-26 00:29:46
460,460,460,1633419,Padang,ID,100.36,-0.92,0,74,27.88,2.49,2019-06-26 00:29:48
461,461,461,1520172,Petropavl,KZ,69.13,54.87,0,93,17.0,4.0,2019-06-26 00:29:49
462,462,462,3372760,Praia da Vitoria,PT,-27.07,38.73,40,82,18.61,7.34,2019-06-26 00:29:51
463,463,463,2128025,Shizunai,JP,142.37,42.33,26,88,15.58,3.72,2019-06-26 00:29:52
464,464,464,3372783,Ponta Delgada,PT,-25.67,37.73,75,77,19.0,4.1,2019-06-26 00:29:53
465,465,465,7671223,Kloulklubed,PW,134.26,7.04,90,88,26.0,2.1,2019-06-26 00:29:55
466,466,466,3899539,Antofagasta,CL,-70.4,-23.65,40,87,13.0,4.1,2019-06-26 00:27:45
467,467,467,1885823,Jiangyou,CN,104.73,31.78,100,98,17.58,1.11,2019-06-26 00:29:57
468,468,468,1638775,Payo,ID,103.64,-3.75,64,84,18.98,1.36,2019-06-26 00:29:41
469,469,469,2959682,Achim,DE,10.61,52.06,0,82,21.77,1.5,2019-06-26 00:30:02
470,470,470,2185329,Waipawa,NZ,176.59,-39.94,0,70,10.18,2.29,2019-06-26 00:30:03
471,471,471,1568510,Rach Gia,VN,105.08,10.02,40,94,27.0,1.5,2019-06-26 00:30:04
472,472,472,244878,Biltine,TD,20.93,14.53,27,12,32.88,3.95,2019-06-26 00:30:06
473,473,473,359792,Aswan,EG,32.9,24.09,0,19,33.0,3.1,2019-06-26 00:30:07
474,474,474,4160021,Jacksonville,US,-81.66,30.33,1,55,31.73,1.65,2019-06-26 00:28:29
475,475,475,3938531,Iberia,PE,-69.49,-11.41,19,71,24.98,1.64,2019-06-26 00:30:10
476,476,476,1648186,Bontang,ID,117.47,0.12,21,91,25.08,1.41,2019-06-26 00:30:15
477,477,477,3896774,Carahue,CL,-73.16,-38.71,90,100,7.0,4.1,2019-06-26 00:30:17
478,478,478,1244926,Hambantota,LK,81.12,6.12,40,100,26.0,2.6,2019-06-26 00:30:18
479,479,479,145724,Lucapa,AO,20.74,-8.42,4,34,16.98,1.73,2019-06-26 00:30:20
480,480,480,149792,Somanda,TZ,33.95,-3.37,83,59,21.78,3.73,2019-06-26 00:30:21
481,481,481,3394539,Montes Altos,BR,-47.07,-5.83,39,66,24.08,0.25,2019-06-26 00:30:22
482,482,482,2174444,Bowen,AU,148.25,-20.01,40,60,22.42,3.1,2019-06-26 00:30:24
483,483,483,3347019,Namibe,AO,12.15,-15.19,78,84,17.98,5.64,2019-06-26 00:30:25
484,484,484,134602,Fereydun Kenar,IR,52.52,36.69,40,83,26.0,2.1,2019-06-26 00:30:27
485,485,485,6170799,Tweed,CA,-77.31,44.48,40,64,21.17,4.6,2019-06-26 00:30:28
486,486,486,3048847,Lenti,HU,16.54,46.62,0,94,19.57,1.39,2019-06-26 00:30:29
487,487,487,1263751,Mangrol,IN,76.51,25.33,3,50,32.78,3.89,2019-06-26 00:30:31
488,488,488,2980080,Saint-Francois,FR,3.91,46.42,0,78,19.57,1.0,2019-06-26 00:30:32
489,489,489,3104342,Zamora,ES,-5.74,41.51,22,77,18.44,1.5,2019-06-26 00:25:58
490,490,490,2175819,Biloela,AU,150.51,-24.4,100,87,14.48,7.78,2019-06-26 00:30:35
491,491,491,2409663,Daru,SL,-10.85,7.99,96,98,23.08,1.57,2019-06-26 00:30:36
492,492,492,3948642,Matara,PE,-72.9,-13.74,13,56,5.98,2.25,2019-06-26 00:30:38
493,493,493,1487394,Verkhniy Ufaley,RU,60.23,56.06,33,98,7.48,1.51,2019-06-26 00:30:39
494,494,494,1140026,Herat,AF,62.22,34.35,0,18,19.28,3.52,2019-06-26 00:29:52
495,495,495,4081914,Oxford,US,-85.83,33.61,1,58,27.58,2.1,2019-06-26 00:30:42
496,496,496,579460,Balashov,RU,43.17,51.54,50,65,13.33,1.34,2019-06-26 00:30:43
497,497,497,934649,Cap Malheureux,MU,57.61,-19.98,75,88,22.62,5.1,2019-06-26 00:30:45
498,498,498,1485286,Zelenoborsk,RU,64.05,61.47,0,68,8.28,1.65,2019-06-26 00:30:46
499,499,499,4676798,Brownwood,US,-98.99,31.71,1,43,30.87,3.6,2019-06-26 00:30:48
500,500,500,2034615,Tahe,CN,124.71,52.34,38,68,17.88,2.45,2019-06-26 00:30:49
501,501,501,3932145,Pisco,PE,-76.2,-13.71,0,30,19.37,2.1,2019-06-26 00:30:50
502,502,502,2385535,Kouango,CF,19.98,4.99,93,93,20.78,0.77,2019-06-26 00:30:52
503,503,503,4392388,Jefferson City,US,-92.17,38.58,1,51,28.77,4.6,2019-06-26 00:27:54
504,504,504,1485724,Talaya,RU,84.89,55.79,0,77,15.58,3.0,2019-06-26 00:30:54
505,505,505,2020738,Litovko,RU,135.18,49.24,100,91,10.88,1.23,2019-06-26 00:30:56
506,506,506,522353,Neya,RU,43.89,58.29,14,89,6.18,1.26,2019-06-26 00:30:57
507,507,507,3382160,Cayenne,GF,-52.33,4.94,24,94,26.0,2.1,2019-06-26 00:30:59
508,508,508,1517323,Zhanakorgan,KZ,67.25,43.91,0,22,26.58,3.81,2019-06-26 00:31:00
509,509,509,2165087,Gold Coast,AU,153.41,-28.0,90,100,16.41,4.6,2019-06-26 00:31:02
510,510,510,3622193,Quepos,CR,-84.16,9.43,75,88,20.61,1.5,2019-06-26 00:31:03
511,511,511,2027296,Aykhal,RU,111.51,65.95,0,46,22.0,2.0,2019-06-26 00:27:32
512,512,512,233093,Kaabong,UG,34.14,3.51,22,84,17.28,1.14,2019-06-26 00:31:06
513,513,513,6355222,Yulara,AU,130.99,-25.24,0,27,12.0,4.1,2019-06-26 00:31:07
514,514,514,2686469,Ornskoldsvik,SE,18.72,63.29,95,87,12.55,1.0,2019-06-26 00:31:10
515,515,515,6324729,Halifax,CA,-63.58,44.65,75,67,14.11,2.1,2019-06-26 00:26:31
516,516,516,2220853,Yokadouma,CM,15.05,3.52,99,95,20.28,0.69,2019-06-26 00:31:14
517,517,517,3441665,Minas,UY,-55.24,-34.38,75,67,10.0,8.7,2019-06-26 00:31:15
518,518,518,107304,Buraydah,SA,43.97,26.33,0,18,31.0,1.5,2019-06-26 00:31:17
519,519,519,468486,Podlesnoye,RU,47.61,54.32,45,93,10.28,3.36,2019-06-26 00:31:18
520,520,520,1815059,Chenzhou,CN,113.03,25.81,67,89,24.98,0.19,2019-06-26 00:31:19
521,521,521,287832,Ibra,OM,58.55,22.69,0,81,23.88,1.31,2019-06-26 00:31:21
